review_id,text,language,rating,sentiment,product_category,text_clean_classique,text_clean_light
63523557_rev_3,في البداية، كان كل شيء يعمل بشكل جيد، ولكن بعد ثلاثة أسابيع، لا يزال جهاز التسارع متكاملًا.,ARABIC,3.0,neutral,Sports & Loisirs,في كان كل شيء يعمل بشكل ولكن بعد ثلاثة لا يزال جهاز التسارع,في البداية، كان كل شيء يعمل بشكل جيد، ولكن بعد ثلاثة أسابيع، لا يزال جهاز التسارع متكاملًا.
64721374_rev_5,الأشجار المناسبة ذات الجودة الجيدة,ARABIC,5.0,positive,"Maison, cuisine & bureau",الأشجار المناسبة ذات الجودة الجيدة,الأشجار المناسبة ذات الجودة الجيدة
65029886_rev_3,حسناً ???? ماذا؟,ARABIC,3.0,neutral,TV & HIGH TECH,,حسناً ???? ماذا؟
mpg1544888_rev_4,ويتعين عليّ ربط جهاز استقبال خارجي,ARABIC,3.0,neutral,TV & HIGH TECH,ويتعين ربط جهاز استقبال خارجي,ويتعين عليّ ربط جهاز استقبال خارجي
mpg1150396_rev_4,بعد الاختبار، سيكون من الضروري إجراء تعديل كبير ليتم توصيله إلى الحائط.,ARABIC,3.0,neutral,Sports & Loisirs,بعد سيكون من الضروري إجراء تعديل كبير ليتم توصيله إلى الحائط,بعد الاختبار، سيكون من الضروري إجراء تعديل كبير ليتم توصيله إلى الحائط.
25705075_rev_3,يعمل في البداية، ثم بالأبيض والأسود.حاولت تغيير PAL/NTSC ولكن لا شيء.,ARABIC,1.0,negative,Informatique,يعمل في ثم بالأبيض والأسودحاولت تغيير palntsc ولكن لا شيء,يعمل في البداية، ثم بالأبيض والأسود.حاولت تغيير pal/ntsc ولكن لا شيء.
41086042_rev_3,لا تقلق، لا تقلق.,ARABIC,3.0,neutral,TV & HIGH TECH,لا لا تقلق,لا تقلق، لا تقلق.
mpg1375344_rev_5,أنا لا أوصي بضوء منخفض جدا,ARABIC,1.0,negative,TV & HIGH TECH,أنا لا أوصي بضوء منخفض جدا,أنا لا أوصي بضوء منخفض جدا
mpg28869_rev_7,ليس سيئا,ARABIC,3.0,neutral,"Maison, cuisine & bureau",ليس سيئا,ليس سيئا
mpg1150396_rev_4,بعد الاختبار، سيكون من الضروري إجراء تعديل كبير ليتم توصيله إلى الحائط.,ARABIC,3.0,neutral,Sports & Loisirs,بعد سيكون من الضروري إجراء تعديل كبير ليتم توصيله إلى الحائط,بعد الاختبار، سيكون من الضروري إجراء تعديل كبير ليتم توصيله إلى الحائط.
67425220_rev_3,وصلت في وقت مبكر وفي حالة ممتازة جدا هذا الكاميرا ممتازة جدا,ARABIC,5.0,positive,TV & HIGH TECH,وصلت في وقت مبكر وفي حالة ممتازة جدا هذا الكاميرا ممتازة جدا,وصلت في وقت مبكر وفي حالة ممتازة جدا هذا الكاميرا ممتازة جدا
65743968_rev_3,لا يكون البلاستيك في المطبوعات الصمغية صلباً إذا كسر بسرعة في المرحلة الأولى من الاستخدام، وظهرت شقوق.,ARABIC,3.0,neutral,"Maison, cuisine & bureau",لا يكون البلاستيك في المطبوعات الصمغية إذا كسر بسرعة في المرحلة الأولى من وظهرت شقوق,لا يكون البلاستيك في المطبوعات الصمغية صلباً إذا كسر بسرعة في المرحلة الأولى من الاستخدام، وظهرت شقوق.
mpg1446904_rev_3,لا يعمل، لا يستنشق الهواء.,ARABIC,1.0,negative,"Maison, cuisine & bureau",لا لا يستنشق الهواء,لا يعمل، لا يستنشق الهواء.
59559072_rev_5,حسناً.,ARABIC,5.0,positive,"Maison, cuisine & bureau",,حسناً.
66410403_rev_3,الحجم المتوسط ولكنه فعال,ARABIC,5.0,positive,"Maison, cuisine & bureau",الحجم المتوسط ولكنه فعال,الحجم المتوسط ولكنه فعال
mpg1533410_rev_3,إنّه من الضروريّ جداً أن أصلح الكابل الأسود عن طريق إصدار حلقات عضليّة متغطّية.,ARABIC,2.0,negative,Sports & Loisirs,من أن أصلح الكابل الأسود عن طريق إصدار حلقات,إنّه من الضروريّ جداً أن أصلح الكابل الأسود عن طريق إصدار حلقات عضليّة متغطّية.
64732205_rev_3,جودة جيدة,ARABIC,3.0,neutral,"Maison, cuisine & bureau",جودة جيدة,جودة جيدة
57092082_rev_3,ويتمّ تمثيله في الصور.,ARABIC,5.0,positive,"Maison, cuisine & bureau",تمثيله في الصور,ويتمّ تمثيله في الصور.
67637557_rev_3,ثلاثة ممارسات مميزة.,ARABIC,5.0,positive,Sports & Loisirs,ثلاثة ممارسات مميزة,ثلاثة ممارسات مميزة.
mpg928600_rev_3,وبالرغم من ذلك، فإن الحفاظ على تقدمها أمر بالغ الأهمية.,ARABIC,3.0,neutral,Sports & Loisirs,وبالرغم من فإن الحفاظ على تقدمها أمر بالغ الأهمية,وبالرغم من ذلك، فإن الحفاظ على تقدمها أمر بالغ الأهمية.
50603195_rev_3,إنه محطم عند استخدامه لأول مرة.,ARABIC,1.0,negative,"Maison, cuisine & bureau",إنه محطم عند استخدامه لأول مرة,إنه محطم عند استخدامه لأول مرة.
mpg1446728_rev_3,صفقة جيدة عندما ترغب في أوتار محمول وفعال سريع في الطبخ بسعر بسيط.,ARABIC,5.0,positive,"Maison, cuisine & bureau",صفقة جيدة عندما ترغب في أوتار محمول وفعال سريع في الطبخ بسعر بسيط,صفقة جيدة عندما ترغب في أوتار محمول وفعال سريع في الطبخ بسعر بسيط.
65774067_rev_5,مقالة من نوعية سيئة جداً تأثير التوسع على مرآة المرآة الخلفية,ARABIC,1.0,negative,Sports & Loisirs,مقالة من نوعية سيئة تأثير التوسع على مرآة المرآة الخلفية,مقالة من نوعية سيئة جداً تأثير التوسع على مرآة المرآة الخلفية
67364004_rev_3,Bon Bon Bon,ARABIC,3.0,neutral,"Maison, cuisine & bureau",bon bon bon,bon bon bon
mpg77329_rev_4,الجودة العظيمة,ARABIC,1.0,negative,TV & HIGH TECH,الجودة العظيمة,الجودة العظيمة
67120235_rev_3,إن المنتج جيد مقابل السعر,ARABIC,4.0,positive,TV & HIGH TECH,إن المنتج جيد مقابل السعر,إن المنتج جيد مقابل السعر
58898197_rev_3,لا بأس ، لأنك يجب أن تفعل ذلك مرة أخرى وتكرارًا لتقترب من النتائج المرجوة.,ARABIC,3.0,neutral,"Maison, cuisine & bureau",لا بأس لأنك يجب أن تفعل ذلك مرة أخرى لتقترب من النتائج المرجوة,لا بأس ، لأنك يجب أن تفعل ذلك مرة أخرى وتكرارًا لتقترب من النتائج المرجوة.
17352018_rev_4,أعلى  أعلى ,ARABIC,5.0,positive,"Maison, cuisine & bureau",أعلى أعلى,أعلى أعلى
66565075_rev_3,لا بأس بذلك.,ARABIC,3.0,neutral,Sports & Loisirs,لا بأس بذلك,لا بأس بذلك.
mpg1128105_rev_4,إذا كان يأتي أيضا مع مكيّف صغيري sd c mejor,ARABIC,3.0,neutral,TV & HIGH TECH,إذا كان يأتي أيضا مع صغيري sd c mejor,إذا كان يأتي أيضا مع مكيّف صغيري sd c mejor
mpg923468_rev_5,ضعيف بعض الشيء ومستقر في المتوسط، ويهدف فقط للمبتدئين.,ARABIC,2.0,negative,TV & HIGH TECH,ضعيف بعض الشيء ومستقر في ويهدف فقط للمبتدئين,ضعيف بعض الشيء ومستقر في المتوسط، ويهدف فقط للمبتدئين.
mpg1446830_rev_3,المثالية,ARABIC,5.0,positive,"Maison, cuisine & bureau",المثالية,المثالية
55821858_rev_3,الأمر يستحق الانفجار.,ARABIC,5.0,positive,"Maison, cuisine & bureau",الأمر يستحق الانفجار,الأمر يستحق الانفجار.
mpg895890_rev_5,إنه يقوم بعمله، ليس من الجودة الجيدة، ولكن السعر جيد.,ARABIC,4.0,positive,TV & HIGH TECH,إنه يقوم ليس من الجودة ولكن السعر جيد,إنه يقوم بعمله، ليس من الجودة الجيدة، ولكن السعر جيد.
mpg928600_rev_3,وبالرغم من ذلك، فإن الحفاظ على تقدمها أمر بالغ الأهمية.,ARABIC,3.0,neutral,Sports & Loisirs,وبالرغم من فإن الحفاظ على تقدمها أمر بالغ الأهمية,وبالرغم من ذلك، فإن الحفاظ على تقدمها أمر بالغ الأهمية.
67128551_rev_4,لا تكتفي مقالة الكاميرا,ARABIC,1.0,negative,TV & HIGH TECH,لا تكتفي مقالة الكاميرا,لا تكتفي مقالة الكاميرا
67364004_rev_3,Bon Bon Bon,ARABIC,3.0,neutral,"Maison, cuisine & bureau",bon bon bon,bon bon bon
58862548_rev_5,إنه ثلاث أدوات جيدة.,ARABIC,5.0,positive,"Maison, cuisine & bureau",إنه ثلاث أدوات جيدة,إنه ثلاث أدوات جيدة.
67393043_rev_4,بعض الأقراص لا تصل بسهولة إلى الحافظة الصغيرة، كما أن الأقراص التي تزن 1.5 كجم لا تصل بسهولة إلى الحافظة الكبيرة.,ARABIC,3.0,neutral,Sports & Loisirs,بعض الأقراص لا تصل بسهولة إلى الحافظة كما أن الأقراص التي تزن كجم لا تصل بسهولة إلى الحافظة الكبيرة,بعض الأقراص لا تصل بسهولة إلى الحافظة الصغيرة، كما أن الأقراص التي تزن 1.5 كجم لا تصل بسهولة إلى الحافظة الكبيرة.
54196979_rev_3,j'aime,ARABIC,5.0,positive,"Maison, cuisine & bureau",jaime,j'aime
mpg1347370_rev_4,فصيلة من السلاسل الضعيفة للغاية!,ARABIC,2.0,negative,Sports & Loisirs,فصيلة من السلاسل الضعيفة للغاية,فصيلة من السلاسل الضعيفة للغاية!
mpg934749_rev_5,جودة جيدة,ARABIC,5.0,positive,"Maison, cuisine & bureau",جودة جيدة,جودة جيدة
36221126_rev_3,لقد أحببت الرسوم المخصصة.,ARABIC,4.0,positive,"Maison, cuisine & bureau",لقد أحببت الرسوم المخصصة,لقد أحببت الرسوم المخصصة.
67228364_rev_3,لا تقبل الرقائق المدفوعة مسبقاً، تحتاج إلى الرقائق من نوع الاشتراك، مشكلة APN غير معروفة.,ARABIC,3.0,neutral,TV & HIGH TECH,لا تقبل الرقائق المدفوعة تحتاج إلى الرقائق من نوع مشكلة apn غير معروفة,لا تقبل الرقائق المدفوعة مسبقاً، تحتاج إلى الرقائق من نوع الاشتراك، مشكلة apn غير معروفة.
67692297_rev_3,ليس من الطبيعي أن يتم تسليم المواد المفقودة.أنا لست راضًا عن أدائك.,ARABIC,1.0,negative,"Maison, cuisine & bureau",ليس من الطبيعي أن يتم تسليم المواد المفقودةأنا لست عن أدائك,ليس من الطبيعي أن يتم تسليم المواد المفقودة.أنا لست راضًا عن أدائك.
65014321_rev_5,يفتقر قطعة مهمة، وبالتالي فإن المنتج لا يمكن استخدامه.,ARABIC,1.0,negative,TV & HIGH TECH,يفتقر قطعة وبالتالي فإن المنتج لا يمكن استخدامه,يفتقر قطعة مهمة، وبالتالي فإن المنتج لا يمكن استخدامه.
53990750_rev_3,ظروف التسليم الكارثية. ناقل غير مدرب غير مسؤول لا يستطيع حتى استخدام موقع القطار لمدة ساعة ونصف للعثور على العنوان الصحيح. ثلاجة نقلت في سيارة خاصة. لا توجد وسيلة لتحريك السيارة إلى المنزل. لا وثيقة ضمانة...تجربة سيئة قصيرة.,ARABIC,1.0,negative,"Maison, cuisine & bureau",ظروف التسليم الكارثية ناقل غير مدرب غير مسؤول لا يستطيع حتى استخدام موقع القطار لمدة ساعة ونصف للعثور على العنوان الصحيح ثلاجة نقلت في سيارة خاصة لا توجد وسيلة لتحريك السيارة إلى المنزل لا وثيقة ضمانةتجربة سيئة قصيرة,ظروف التسليم الكارثية. ناقل غير مدرب غير مسؤول لا يستطيع حتى استخدام موقع القطار لمدة ساعة ونصف للعثور على العنوان الصحيح. ثلاجة نقلت في سيارة خاصة. لا توجد وسيلة لتحريك السيارة إلى المنزل. لا وثيقة ضمانة...تجربة سيئة قصيرة.
